0	45	1.193853e+00	7.148642e-01	7.127246e-01
1	45	1.053476e+00	6.979289e-01	6.920817e-01
2	45	1.211254e+00	1.338112e+00	1.356665e+00
3	45	1.098126e+00	1.040609e+00	1.067155e+00
4	45	9.195081e-01	8.834553e-01	9.109194e-01
5	45	9.278069e-01	1.639474e+00	1.657817e+00
6	45	1.242648e+00	8.442563e-01	8.419442e-01
7	45	1.216154e+00	6.411872e-01	6.415373e-01
8	45	6.825292e-01	1.064598e+00	1.064176e+00
9	45	1.444728e+00	1.214044e+00	1.232304e+00
10	45	1.152634e+00	7.729205e-01	7.475508e-01
11	45	8.548912e-01	1.173992e+00	1.178148e+00
12	45	1.221558e+00	9.873495e-01	9.896009e-01
13	45	8.325265e-01	6.148539e-01	6.304522e-01
14	45	1.055631e+00	1.074811e+00	1.091994e+00
15	45	1.004269e+00	8.537441e-01	8.478151e-01
16	45	1.187850e+00	7.983845e-01	7.937917e-01
17	45	1.129269e+00	1.171008e+00	1.200746e+00
18	45	1.620941e+00	6.781151e-01	6.766032e-01
19	45	8.336342e-01	1.386702e+00	1.400753e+00
20	45	9.296758e-01	1.066098e+00	1.063182e+00
21	45	1.032547e+00	1.350293e+00	1.348580e+00
22	45	1.254422e+00	1.081846e+00	1.081814e+00
23	45	1.182473e+00	9.091874e-01	9.118768e-01
24	45	6.228851e-01	8.441651e-01	8.479588e-01
25	45	1.012564e+00	1.455764e+00	1.642832e+00
26	45	1.278860e+00	9.001128e-01	9.303257e-01
27	45	1.029390e+00	1.883458e+00	1.891316e+00
28	45	8.920072e-01	6.227184e-01	6.186518e-01
29	45	9.483481e-01	8.073179e-01	8.092087e-01
30	45	1.070829e+00	1.106337e+00	1.114901e+00
31	45	1.101072e+00	1.147074e+00	1.196662e+00
32	45	1.022624e+00	9.291516e-01	9.214519e-01
33	45	1.018258e+00	1.078358e+00	1.180223e+00
34	45	1.026869e+00	8.598680e-01	8.469725e-01
35	45	8.730835e-01	7.337284e-01	7.504801e-01
36	45	8.171194e-01	6.672956e-01	6.563383e-01
37	45	9.509670e-01	1.475125e+00	1.609644e+00
38	45	8.725162e-01	7.853800e-01	7.761998e-01
39	45	8.899207e-01	1.204498e+00	1.201904e+00
40	45	8.469520e-01	1.071870e+00	1.071314e+00
41	45	1.193379e+00	1.538232e+00	1.753399e+00
42	45	1.242307e+00	1.040585e+00	1.031899e+00
43	45	1.373598e+00	1.130928e+00	1.115005e+00
44	45	8.922401e-01	1.202392e+00	1.204842e+00
45	45	1.037413e+00	1.227730e+00	1.211698e+00
46	45	1.400958e+00	6.107779e-01	6.065270e-01
47	45	1.269989e+00	9.314196e-01	9.254868e-01
48	45	9.551847e-01	9.738422e-01	1.005977e+00
49	45	1.194748e+00	1.384542e+00	1.375921e+00
50	45	9.527074e-01	1.262997e+00	1.290068e+00
51	45	8.645307e-01	1.323087e+00	1.399136e+00
52	45	1.317521e+00	7.481251e-01	7.536450e-01
53	45	6.574611e-01	1.503638e+00	1.459518e+00
54	45	9.959635e-01	8.930735e-01	8.721964e-01
